subscription_type,plan_type,auto_renew,avg_articles_per_week,days_since_last_login,support_tickets_last_90d,discount_used_last_renewal,email_open_rate,time_spent_per_session_mins,region,most_read_category,completion_rate,article_skips_per_week,primary_device,previous_renewal_status,last_campaign_engaged,campaign_ctr,nps_score,sentiment_score,csat_score,customer_age,signup_source,payment_method,downgrade_history,subscription_status,tenure_days
Digital+Print,Annual,No,3.49,17,2,No,0.85,7.59,Asia,Politics,0.67,0,Mobile,Auto,,0.26,80,0.61,5,69,Mobile App,Credit Card,No,Active,781
Digital,Monthly,Yes,1.28,14,0,No,0.55,10.01,Others,Finance,0.53,1,Mobile,Auto,,0.19,-90,-0.6,3,69,Mobile App,Debit Card,No,Active,153
Digital+Print,Monthly,No,3.13,1,0,No,0.2,5.76,Europe,Culture,0.68,2,Tablet,Auto,,0.19,-7,0.87,1,28,Web,PayPal,No,Active,460
Digital,Monthly,Yes,0.0,28,2,Yes,0.32,8.0,Asia,Culture,0.97,1,Desktop,Auto,,0.22,-41,0.54,4,25,Mobile App,PayPal,No,Cancelled,227
Digital+Print,Monthly,No,2.72,12,0,Yes,0.28,7.94,Europe,Culture,0.44,2,Desktop,Auto,,0.3,74,0.63,5,37,Referral,Credit Card,No,Active,952
Digital,Annual,No,0.55,3,2,Yes,0.53,18.5,Asia,Finance,0.76,1,Tablet,Auto,Newsletter Promo,0.12,52,0.78,3,49,Web,PayPal,No,Cancelled,378
Digital+Print,Monthly,Yes,4.81,9,1,No,0.05,-1.1,North America,Finance,0.33,0,Mobile,Auto,,0.45,-76,0.56,2,50,Web,Debit Card,No,Active,1137
Digital,Monthly,No,4.17,12,1,Yes,0.16,9.28,North America,Technology,0.35,1,Mobile,Auto,Retention Offer,0.61,44,-0.17,3,23,Mobile App,Credit Card,No,Active,599
Espresso,Monthly,Yes,3.7,9,1,Yes,0.81,16.9,Europe,Environment,0.69,1,Mobile,Manual,Newsletter Promo,0.21,39,0.75,5,45,Web,Credit Card,No,Active,478
Digital,Monthly,Yes,5.28,28,2,No,0.13,10.49,North America,Finance,0.37,1,Desktop,Auto,,0.26,22,-0.45,1,25,Web,Credit Card,No,Active,1213
Digital+Print,Monthly,No,1.58,8,3,No,0.23,13.01,Asia,Environment,0.32,2,Desktop,Auto,Survey,0.38,79,-0.39,2,31,Mobile App,Credit Card,No,Cancelled,1090
Digital,Monthly,Yes,5.62,7,3,Yes,0.45,10.4,Asia,Politics,0.42,0,Mobile,Auto,Survey,0.17,-90,-0.23,2,20,Mobile App,Credit Card,Yes,Active,569
Digital,Monthly,No,4.4,2,2,No,0.52,7.33,North America,Environment,0.7,1,Mobile,Manual,,0.25,-91,0.17,1,19,Mobile App,Credit Card,Yes,Active,1654
Digital,Annual,No,2.65,15,1,No,0.76,1.03,Europe,Technology,0.79,0,Desktop,Manual,,0.59,-20,-0.46,2,39,Mobile App,Credit Card,No,Active,1597
Digital,Monthly,Yes,4.7,13,0,No,0.45,10.82,Asia,Finance,0.44,0,Desktop,Auto,Retention Offer,0.13,87,-0.6,5,50,Web,Credit Card,Yes,Active,58
Digital+Print,Monthly,No,1.34,8,1,No,0.79,6.9,Asia,Technology,0.77,3,Desktop,Manual,,0.3,-47,-0.46,2,60,Mobile App,PayPal,No,Cancelled,1509
Digital,Annual,Yes,1.76,29,1,No,0.62,6.8,North America,Politics,0.43,3,Mobile,Auto,Retention Offer,0.34,8,-0.18,4,38,Mobile App,PayPal,No,Active,1775
Digital,Monthly,No,2.09,20,1,Yes,0.11,8.0,North America,Politics,0.73,0,Tablet,Manual,Newsletter Promo,0.21,-38,0.04,3,23,Web,Debit Card,Yes,Cancelled,872
Digital,Monthly,No,2.21,10,0,Yes,0.16,16.98,Europe,Politics,0.59,1,Mobile,Auto,,0.17,-81,-0.38,5,57,Web,Credit Card,No,Active,1825
Digital,Monthly,Yes,1.42,2,0,Yes,0.44,19.62,Europe,Politics,0.76,0,Desktop,Auto,Newsletter Promo,0.3,-96,-0.61,1,24,Mobile App,Credit Card,No,Cancelled,1097
Digital,Monthly,Yes,4.83,4,2,No,0.4,10.87,North America,Finance,1.0,0,Tablet,Auto,Retention Offer,0.25,-60,0.19,5,23,Mobile App,PayPal,No,Active,137
Digital,Monthly,No,2.61,28,1,Yes,0.74,8.14,North America,Culture,0.96,2,Tablet,Auto,,0.02,17,0.9,4,67,Mobile App,PayPal,No,Cancelled,451
Digital,Annual,Yes,3.53,9,1,No,0.58,5.29,Asia,Technology,0.3,3,Mobile,Auto,Newsletter Promo,0.06,-38,-0.21,2,61,Web,Credit Card,No,Active,1607
Espresso,Monthly,No,2.14,12,1,No,0.39,11.87,Europe,Politics,0.92,0,Mobile,Auto,Retention Offer,0.22,83,0.45,2,25,Web,Credit Card,Yes,Active,1417
Digital+Print,Monthly,Yes,0.27,3,1,No,0.17,17.13,Others,Culture,0.35,1,Mobile,Auto,Retention Offer,0.13,-69,0.0,5,41,Web,Debit Card,No,Active,1119
Digital,Annual,Yes,3.41,23,2,No,0.23,9.01,Asia,Technology,0.97,1,Mobile,Auto,Newsletter Promo,0.21,-74,0.32,2,44,Web,Credit Card,No,Active,806
Digital,Monthly,Yes,0.13,12,1,No,0.58,0.48,Others,Environment,0.5,1,Desktop,Auto,Retention Offer,0.38,-33,0.41,2,68,Mobile App,Credit Card,No,Active,1690
Espresso,Monthly,Yes,2.9,11,2,No,0.42,12.68,North America,Technology,0.57,0,Tablet,Manual,,0.24,4,0.0,4,45,Mobile App,Credit Card,No,Active,291
Espresso,Monthly,Yes,0.95,4,2,No,0.51,13.94,Asia,Politics,0.36,1,Mobile,Manual,Newsletter Promo,0.52,75,-0.49,1,22,Mobile App,Debit Card,No,Active,908
Digital,Annual,Yes,5.98,9,1,No,0.17,3.66,North America,Finance,0.38,1,Mobile,Manual,,0.31,-94,-0.62,3,36,Mobile App,Credit Card,No,Active,316
Digital,Monthly,Yes,4.37,27,3,Yes,0.66,10.71,Europe,Technology,0.81,1,Mobile,Manual,Retention Offer,0.37,73,0.58,5,26,Web,PayPal,No,Cancelled,936
Digital+Print,Monthly,Yes,3.16,23,1,No,0.85,11.8,Europe,Politics,0.96,1,Desktop,Auto,,0.18,2,0.32,1,42,Mobile App,Credit Card,No,Active,692
Digital+Print,Monthly,No,4.9,8,0,Yes,0.26,9.71,North America,Politics,0.73,2,Tablet,Auto,,0.12,11,0.49,3,61,Web,Credit Card,No,Active,1369
Digital+Print,Monthly,Yes,1.73,19,1,No,0.49,6.84,Asia,Politics,0.8,2,Mobile,Auto,,0.4,45,0.34,1,64,Web,Credit Card,No,Cancelled,1284
Digital,Monthly,Yes,3.82,6,0,No,0.98,14.06,Asia,Politics,0.83,2,Mobile,Auto,,0.34,65,0.54,5,62,Web,Credit Card,No,Active,43
Digital,Monthly,Yes,3.3,1,1,Yes,0.33,8.39,North America,Finance,0.48,0,Desktop,Auto,Survey,0.02,2,0.11,4,30,Referral,Debit Card,No,Active,283
Digital+Print,Annual,Yes,3.4,21,1,No,0.6,4.06,Europe,Finance,0.33,2,Desktop,Manual,Newsletter Promo,0.3,92,-0.76,4,54,Web,PayPal,No,Active,288
Digital,Monthly,Yes,4.91,23,0,No,0.09,1.8,North America,Politics,0.3,2,Mobile,Auto,,0.13,-84,0.14,4,19,Web,Credit Card,No,Active,844
Digital,Monthly,No,4.1,27,0,Yes,0.61,15.04,Europe,Technology,0.55,0,Desktop,Manual,,0.51,-11,0.9,1,68,Mobile App,Credit Card,No,Cancelled,356
Digital,Annual,No,3.43,22,1,No,0.09,12.47,Asia,Technology,0.47,0,Tablet,Auto,Retention Offer,0.13,14,0.18,5,57,Web,Credit Card,No,Active,1148
Digital,Annual,Yes,0.52,6,1,Yes,0.96,10.35,North America,Politics,0.34,3,Desktop,Manual,Retention Offer,0.29,-15,-0.61,2,31,Web,PayPal,No,Active,402
Digital,Monthly,Yes,1.56,7,1,No,0.72,8.24,Others,Politics,0.43,2,Desktop,Auto,Newsletter Promo,0.27,2,0.37,2,48,Mobile App,Credit Card,No,Active,785
Digital+Print,Monthly,Yes,2.82,6,1,No,0.79,7.88,North America,Politics,0.39,2,Mobile,Auto,,0.49,-19,1.08,4,23,Web,Credit Card,No,Active,1601
Digital,Monthly,Yes,3.14,20,1,No,0.7,5.7,Europe,Finance,0.94,0,Desktop,Manual,Newsletter Promo,0.58,25,-0.28,1,42,Referral,Credit Card,No,Active,1323
Espresso,Annual,Yes,1.3,22,2,No,0.59,8.27,Europe,Politics,0.4,2,Mobile,Auto,Retention Offer,0.31,-63,0.16,2,56,Mobile App,Credit Card,Yes,Active,491
Digital,Annual,Yes,6.62,28,2,Yes,0.45,1.52,North America,Finance,0.68,2,Mobile,Auto,,0.22,-9,0.24,1,63,Web,Credit Card,No,Active,437
Digital,Monthly,No,5.27,13,1,Yes,0.86,7.06,North America,Technology,0.72,1,Mobile,Auto,,0.43,-38,0.1,5,48,Web,Credit Card,No,Active,132
Digital,Annual,No,3.9,25,2,No,0.96,8.76,Asia,Finance,0.68,0,Mobile,Auto,Newsletter Promo,0.36,69,0.4,4,55,Mobile App,Credit Card,No,Active,271
Digital,Monthly,Yes,3.11,18,3,No,0.5,12.44,Asia,Politics,0.37,1,Mobile,Auto,Newsletter Promo,0.15,35,-0.2,3,33,Web,PayPal,No,Active,1743
Digital,Monthly,Yes,2.68,4,2,Yes,0.93,9.84,North America,Finance,0.52,3,Desktop,Auto,,0.36,-71,0.31,4,44,Mobile App,Debit Card,No,Active,119
Digital,Monthly,No,1.57,22,2,No,0.58,13.18,Europe,Technology,0.34,0,Desktop,Auto,Survey,0.38,-37,0.58,3,47,Mobile App,Credit Card,No,Cancelled,721
Digital,Annual,Yes,3.12,24,2,No,0.54,15.4,North America,Culture,0.58,1,Desktop,Auto,,0.38,-92,-0.12,2,21,Mobile App,Credit Card,No,Active,264
Digital,Monthly,Yes,3.39,17,1,No,0.45,14.23,North America,Culture,0.43,3,Mobile,Auto,,0.31,-44,0.4,3,56,Mobile App,PayPal,Yes,Active,950
Digital,Annual,Yes,1.14,19,1,No,0.21,11.88,Europe,Technology,0.69,1,Mobile,Manual,Newsletter Promo,0.45,6,-0.19,1,33,Mobile App,PayPal,No,Active,1155
Digital,Annual,Yes,3.5,11,0,Yes,0.0,10.05,North America,Finance,0.78,0,Desktop,Manual,Newsletter Promo,0.26,86,-0.69,3,53,Web,Credit Card,No,Active,625
Digital,Annual,Yes,2.77,22,2,Yes,0.24,6.08,Asia,Finance,0.67,1,Mobile,Auto,,0.21,-6,-0.69,2,24,Web,Credit Card,No,Active,573
Digital,Monthly,No,0.14,16,0,No,0.51,12.96,Asia,Culture,0.6,1,Tablet,Auto,,0.57,94,0.23,2,38,Mobile App,PayPal,No,Cancelled,1243
Digital,Monthly,Yes,1.71,12,0,No,0.38,16.72,Others,Politics,0.57,0,Mobile,Auto,,0.6,-26,-0.94,4,19,Web,Credit Card,No,Active,1043
Digital,Monthly,Yes,2.38,1,1,No,0.45,11.37,Europe,Environment,0.89,1,Desktop,Manual,,0.18,-96,0.05,2,25,Mobile App,Credit Card,No,Active,943
Digital,Monthly,No,5.83,24,0,No,0.98,17.67,Others,Technology,0.45,0,Mobile,Manual,Survey,0.69,-6,-0.4,1,59,Mobile App,PayPal,No,Cancelled,1266
Digital+Print,Monthly,Yes,3.83,12,1,No,0.35,3.9,Europe,Technology,0.81,0,Desktop,Manual,Retention Offer,0.21,-97,-1.1,3,44,Web,Credit Card,No,Active,1131
Digital,Annual,Yes,1.0,25,0,Yes,0.45,5.38,Europe,Politics,0.83,0,Desktop,Auto,Retention Offer,0.37,-93,0.34,5,19,Web,PayPal,No,Cancelled,966
Digital,Monthly,Yes,3.73,6,0,No,0.13,13.42,Others,Technology,0.59,1,Tablet,Auto,Retention Offer,0.46,69,-0.7,2,23,Mobile App,PayPal,Yes,Active,1606
Digital+Print,Monthly,Yes,0.68,27,1,No,0.05,11.06,Europe,Finance,0.51,1,Tablet,Auto,Newsletter Promo,0.24,62,1.15,3,21,Mobile App,Credit Card,No,Cancelled,280
Digital,Monthly,No,4.62,9,0,No,0.78,15.26,North America,Politics,0.63,2,Mobile,Auto,Retention Offer,0.33,40,0.82,4,38,Web,PayPal,Yes,Active,934
Espresso,Monthly,Yes,2.29,22,2,No,0.57,9.94,Asia,Politics,0.37,2,Desktop,Auto,,0.15,32,-0.03,5,18,Mobile App,Credit Card,No,Active,772
Espresso,Monthly,Yes,2.86,5,0,No,0.76,6.53,Others,Culture,0.33,1,Mobile,Auto,Retention Offer,0.28,-61,-1.0,4,55,Web,PayPal,No,Active,807
Digital,Monthly,Yes,4.99,2,0,Yes,0.15,9.15,Asia,Finance,0.38,1,Desktop,Manual,Newsletter Promo,0.18,-82,0.15,1,29,Web,PayPal,No,Active,930
Digital,Annual,No,1.07,25,1,No,0.57,3.87,Europe,Finance,0.43,0,Mobile,Auto,Retention Offer,0.38,-19,0.92,4,44,Web,Credit Card,No,Cancelled,1801
Digital+Print,Monthly,Yes,0.9,2,0,Yes,0.25,5.49,Europe,Politics,0.65,0,Desktop,Manual,Survey,0.66,24,0.53,3,31,Web,Credit Card,No,Cancelled,364
Digital,Annual,Yes,2.12,17,1,No,0.23,13.89,Others,Technology,0.89,0,Tablet,Auto,,0.69,-97,0.56,5,32,Mobile App,Credit Card,No,Active,949
Digital,Annual,No,4.56,10,1,No,0.01,13.49,North America,Technology,0.46,0,Mobile,Manual,Survey,0.6,27,0.77,4,41,Mobile App,Debit Card,No,Active,411
Espresso,Monthly,No,0.72,21,0,No,0.13,11.45,Europe,Technology,0.95,0,Mobile,Manual,Survey,0.34,86,-0.63,4,35,Referral,Credit Card,No,Cancelled,821
Digital,Annual,Yes,0.0,19,1,No,0.31,3.12,North America,Finance,0.97,2,Mobile,Manual,,0.26,45,0.54,1,34,Web,Credit Card,No,Active,103
Digital,Monthly,Yes,2.32,4,1,No,0.12,8.57,Europe,Finance,0.97,0,Desktop,Manual,Newsletter Promo,0.18,51,0.97,3,26,Referral,Debit Card,No,Active,616
Digital,Annual,Yes,3.83,18,1,No,0.99,5.1,Europe,Technology,0.89,2,Mobile,Manual,Retention Offer,0.36,6,-0.31,4,64,Mobile App,Credit Card,Yes,Active,948
Digital,Monthly,Yes,4.8,21,1,Yes,0.31,14.71,North America,Politics,0.55,3,Tablet,Auto,Newsletter Promo,0.22,-8,-0.2,3,35,Web,Credit Card,No,Active,1084
Digital,Annual,Yes,2.31,26,1,Yes,0.13,7.67,North America,Environment,0.35,2,Desktop,Auto,,0.35,-70,0.78,2,35,Web,PayPal,No,Active,573
Digital,Annual,Yes,2.38,27,1,No,0.2,5.66,Europe,Technology,0.7,2,Desktop,Auto,Retention Offer,0.1,-43,0.7,1,22,Mobile App,Debit Card,Yes,Active,1824
Digital,Annual,No,4.73,18,0,No,0.59,10.12,North America,Finance,0.69,0,Desktop,Manual,Retention Offer,0.1,-73,-0.44,1,65,Mobile App,Credit Card,Yes,Active,1427
Digital+Print,Annual,Yes,0.2,29,1,No,0.06,7.44,North America,Finance,0.89,1,Mobile,Manual,,0.34,36,-0.65,1,26,Mobile App,Credit Card,Yes,Active,1236
Digital,Monthly,No,2.42,14,0,No,0.86,15.93,Asia,Culture,1.0,2,Tablet,Auto,,0.19,72,-0.06,3,52,Mobile App,Debit Card,No,Active,1196
Digital,Monthly,Yes,3.29,29,2,No,0.96,7.06,North America,Politics,0.66,1,Desktop,Auto,,0.35,-11,-0.74,4,61,Web,Credit Card,No,Active,1145
Digital+Print,Monthly,No,3.67,15,2,Yes,0.25,4.4,Europe,Politics,0.54,0,Tablet,Auto,Newsletter Promo,0.06,-52,-0.43,4,63,Web,Credit Card,No,Active,208
Digital+Print,Monthly,No,2.24,23,3,No,0.45,1.39,Others,Technology,0.43,1,Desktop,Manual,,0.21,10,-0.34,3,18,Web,Credit Card,No,Cancelled,1322
Digital+Print,Monthly,Yes,3.05,8,1,No,0.02,9.88,North America,Finance,0.3,1,Desktop,Auto,,0.36,-99,0.56,3,58,Web,Credit Card,No,Active,1306
Digital,Monthly,No,0.0,3,0,No,0.64,7.75,North America,Culture,0.66,2,Mobile,Auto,Retention Offer,0.39,-95,0.7,2,26,Mobile App,Credit Card,No,Cancelled,741
Digital+Print,Annual,Yes,2.01,14,0,No,0.41,4.28,Europe,Politics,0.69,0,Desktop,Auto,,0.15,-72,0.56,5,49,Mobile App,PayPal,Yes,Active,802
Digital,Monthly,No,3.68,24,3,Yes,0.27,14.76,Asia,Culture,0.88,2,Desktop,Auto,Survey,0.51,53,-0.41,5,37,Web,Credit Card,No,Cancelled,822
Digital,Annual,Yes,1.53,11,0,No,0.21,12.67,Others,Politics,0.65,1,Desktop,Auto,Retention Offer,0.25,55,-0.04,1,30,Mobile App,PayPal,No,Active,148
Digital+Print,Monthly,Yes,3.09,22,0,No,0.65,9.89,Others,Politics,0.94,1,Desktop,Auto,Newsletter Promo,0.12,-94,-0.23,4,57,Web,Credit Card,No,Active,1553
Digital+Print,Annual,No,3.67,2,0,Yes,0.42,15.46,Asia,Culture,0.74,2,Mobile,Manual,,0.24,-67,0.11,1,28,Web,Credit Card,No,Active,809
Digital,Annual,No,2.49,22,1,No,0.18,12.65,North America,Technology,0.89,0,Tablet,Auto,Retention Offer,0.43,83,0.38,4,63,Web,Credit Card,No,Active,1707
Digital+Print,Monthly,Yes,3.26,13,1,Yes,0.69,6.71,North America,Finance,0.4,3,Tablet,Auto,,0.15,37,-0.24,4,65,Web,PayPal,Yes,Active,163
Digital,Monthly,Yes,1.56,16,0,No,0.57,5.84,North America,Politics,0.9,0,Mobile,Manual,Newsletter Promo,0.17,11,-0.51,2,60,Web,Credit Card,Yes,Cancelled,144
Digital,Annual,Yes,2.69,18,0,No,0.86,13.27,North America,Technology,0.77,1,Tablet,Manual,,0.46,-44,0.79,3,68,Web,Credit Card,No,Active,248
Digital,Monthly,Yes,3.92,5,2,Yes,0.12,11.59,Asia,Finance,0.42,0,Mobile,Manual,,0.5,74,0.54,3,59,Web,Debit Card,No,Active,542
Digital+Print,Monthly,Yes,3.24,3,2,No,0.79,10.68,Europe,Environment,0.43,1,Desktop,Auto,,0.36,-74,0.17,3,43,Web,Debit Card,No,Active,615
Digital,Monthly,No,2.12,6,0,No,0.67,6.61,North America,Environment,0.95,0,Mobile,Manual,Retention Offer,0.34,-62,-0.53,5,57,Mobile App,Credit Card,No,Active,1575
Digital+Print,Monthly,Yes,3.34,29,2,No,0.12,12.43,Asia,Technology,0.32,1,Tablet,Auto,Newsletter Promo,0.38,49,0.43,3,28,Web,Credit Card,Yes,Active,581
Digital,Monthly,Yes,4.07,18,1,No,0.69,6.98,North America,Finance,0.62,0,Mobile,Manual,Retention Offer,0.42,18,-0.08,5,42,Referral,PayPal,No,Active,122
Digital+Print,Monthly,Yes,0.0,16,2,Yes,0.44,9.59,Europe,Finance,0.52,0,Mobile,Auto,Newsletter Promo,0.16,46,-1.11,1,57,Mobile App,PayPal,No,Cancelled,1193
Digital,Monthly,Yes,4.74,24,1,Yes,0.94,15.79,Europe,Technology,0.77,0,Mobile,Auto,Newsletter Promo,0.36,-1,-0.26,5,42,Referral,Debit Card,No,Active,1184
Digital,Monthly,Yes,2.5,15,0,Yes,0.14,7.36,Europe,Politics,0.89,2,Mobile,Auto,,0.37,-92,0.23,4,37,Mobile App,Credit Card,No,Active,1543
Digital+Print,Annual,Yes,3.64,14,0,Yes,0.64,3.71,Europe,Finance,0.55,1,Desktop,Auto,Newsletter Promo,0.18,46,-0.11,2,59,Mobile App,Credit Card,No,Active,1557
Digital,Monthly,Yes,4.8,21,0,No,0.38,5.79,North America,Politics,0.6,0,Mobile,Manual,,0.43,-99,0.25,2,66,Web,PayPal,No,Active,1653
Digital,Annual,Yes,0.94,7,2,No,0.96,13.98,Europe,Politics,0.99,0,Desktop,Auto,Newsletter Promo,0.58,-9,0.23,4,28,Mobile App,Credit Card,No,Active,1401
Digital,Monthly,Yes,1.94,18,1,No,0.33,11.02,Asia,Politics,0.85,2,Tablet,Auto,,0.08,88,-0.55,1,61,Web,PayPal,No,Cancelled,931
Digital,Monthly,No,2.57,7,0,No,0.96,9.48,Others,Finance,0.93,1,Desktop,Auto,Survey,0.39,-42,0.34,2,27,Web,PayPal,No,Active,537
Digital,Monthly,No,1.82,17,0,No,0.9,7.96,Europe,Culture,0.61,1,Desktop,Auto,Newsletter Promo,0.27,97,0.39,4,69,Web,Credit Card,No,Cancelled,1207
Digital,Monthly,Yes,5.6,27,1,Yes,0.27,11.94,Europe,Finance,0.46,2,Mobile,Manual,,0.31,-30,-0.02,2,66,Web,Credit Card,No,Active,1203
Digital,Monthly,Yes,1.71,15,1,No,0.8,6.6,Asia,Finance,0.59,3,Mobile,Manual,,0.11,-31,0.01,5,20,Web,Credit Card,No,Active,1591
Digital+Print,Monthly,No,2.17,19,1,No,1.0,11.22,Others,Politics,0.8,0,Desktop,Manual,,0.15,60,0.01,2,56,Referral,Credit Card,No,Cancelled,295
Digital+Print,Monthly,No,3.31,18,0,No,0.25,7.07,North America,Technology,0.38,2,Mobile,Auto,,0.05,92,0.76,5,44,Web,Credit Card,No,Cancelled,406
Digital+Print,Monthly,No,1.2,9,0,Yes,0.44,6.41,Europe,Politics,0.49,1,Tablet,Auto,Newsletter Promo,0.06,-76,0.19,5,52,Mobile App,Debit Card,No,Cancelled,1753
Espresso,Monthly,No,2.41,16,1,Yes,0.52,7.45,Asia,Technology,0.33,1,Mobile,Auto,Newsletter Promo,0.46,-31,0.06,2,66,Web,Credit Card,Yes,Cancelled,1257
Digital+Print,Monthly,Yes,3.48,12,2,Yes,0.29,8.5,Europe,Environment,0.6,0,Tablet,Auto,Retention Offer,0.53,55,0.24,2,57,Mobile App,Credit Card,Yes,Active,1360
Digital,Monthly,Yes,2.5,12,1,No,0.02,9.8,North America,Politics,0.88,0,Mobile,Auto,,0.47,45,0.22,5,48,Mobile App,Credit Card,No,Active,769
Digital+Print,Annual,Yes,2.86,6,0,Yes,0.22,10.94,Europe,Politics,0.32,3,Desktop,Manual,Survey,0.1,-38,-0.05,2,38,Mobile App,Credit Card,Yes,Active,996
Digital,Monthly,Yes,2.21,26,0,No,0.28,-4.75,North America,Finance,0.77,2,Mobile,Auto,,0.6,-52,-0.67,1,39,Web,Credit Card,No,Active,651
Espresso,Monthly,No,0.73,9,1,Yes,0.44,6.77,Europe,Environment,0.95,0,Mobile,Auto,Newsletter Promo,0.63,22,0.05,3,36,Mobile App,PayPal,No,Cancelled,1823
Digital,Annual,No,3.48,1,0,No,0.17,8.43,Europe,Culture,0.47,0,Desktop,Auto,,0.46,23,0.3,3,31,Web,PayPal,No,Active,1238
Digital,Monthly,Yes,5.63,3,1,No,0.87,16.02,Asia,Culture,0.79,0,Mobile,Auto,,0.09,93,0.15,4,54,Mobile App,Credit Card,No,Active,1346
Digital+Print,Monthly,Yes,3.03,24,2,No,0.7,5.68,Europe,Finance,0.98,1,Desktop,Manual,Newsletter Promo,0.72,-61,-0.25,3,68,Mobile App,Credit Card,No,Active,362
Digital+Print,Annual,Yes,3.34,5,0,Yes,0.09,10.65,North America,Environment,0.97,1,Desktop,Auto,Retention Offer,0.38,-16,-0.1,1,62,Web,Credit Card,No,Active,324
Digital,Monthly,No,4.04,23,0,No,0.65,15.98,North America,Politics,0.46,0,Mobile,Auto,Retention Offer,0.39,-14,0.5,3,67,Web,Credit Card,No,Cancelled,63
Digital+Print,Monthly,Yes,1.1,17,2,Yes,0.65,4.75,Asia,Politics,0.37,1,Tablet,Auto,,0.36,93,-0.84,3,40,Web,Credit Card,No,Cancelled,232
Digital,Monthly,Yes,5.55,22,2,No,0.96,11.58,North America,Culture,0.4,1,Mobile,Manual,,0.32,-21,-0.37,1,43,Mobile App,PayPal,Yes,Active,42
Digital,Monthly,Yes,3.3,5,0,No,0.0,6.79,Europe,Environment,0.79,3,Desktop,Manual,Newsletter Promo,0.18,-97,0.07,5,60,Mobile App,PayPal,No,Active,1168
Digital,Monthly,Yes,5.45,28,1,No,0.25,7.98,North America,Politics,0.81,1,Desktop,Auto,Newsletter Promo,0.4,-67,0.52,3,61,Web,Debit Card,No,Active,48
Digital,Monthly,Yes,1.9,29,0,No,0.93,6.79,Asia,Politics,0.77,2,Desktop,Auto,,0.36,-96,0.91,4,57,Web,PayPal,No,Cancelled,773
Espresso,Monthly,Yes,5.73,24,1,No,0.93,7.07,Europe,Politics,0.54,0,Mobile,Auto,Survey,0.34,49,0.44,3,29,Web,Credit Card,No,Active,78
Digital,Monthly,No,4.16,22,2,No,0.72,20.89,North America,Politics,0.42,1,Mobile,Auto,,0.08,47,-0.3,3,18,Web,Credit Card,No,Cancelled,600
Digital,Annual,No,3.83,16,1,Yes,0.77,13.38,North America,Politics,0.71,1,Desktop,Manual,,0.56,2,-0.88,1,67,Mobile App,Credit Card,No,Active,1031
Espresso,Annual,No,3.35,13,0,No,0.09,14.41,Asia,Environment,0.64,1,Mobile,Manual,Newsletter Promo,0.27,74,0.93,1,51,Mobile App,PayPal,No,Active,462
Digital+Print,Monthly,Yes,2.63,23,1,Yes,0.51,11.97,Europe,Technology,0.81,2,Mobile,Manual,,0.05,-67,-0.42,4,61,Mobile App,Credit Card,No,Active,176
Espresso,Monthly,Yes,4.8,10,1,No,0.23,3.57,Asia,Culture,0.61,0,Desktop,Auto,Newsletter Promo,0.14,71,0.07,2,36,Referral,PayPal,No,Active,503
Digital,Monthly,Yes,3.21,25,1,Yes,0.18,11.58,Asia,Culture,0.54,0,Desktop,Manual,,0.56,-95,-0.06,1,40,Mobile App,Credit Card,No,Active,611
Digital,Monthly,No,0.05,18,2,No,0.81,14.29,Others,Finance,0.51,1,Mobile,Auto,Newsletter Promo,0.53,83,-0.03,2,24,Mobile App,Debit Card,Yes,Cancelled,588
Digital,Monthly,Yes,1.32,29,0,No,0.14,6.59,North America,Culture,0.45,0,Mobile,Manual,,0.28,-72,-0.58,4,24,Mobile App,Credit Card,Yes,Cancelled,1141
Digital+Print,Monthly,Yes,2.72,1,1,No,0.47,13.86,Others,Technology,0.49,2,Mobile,Auto,Newsletter Promo,0.29,-48,0.9,3,18,Mobile App,Credit Card,No,Active,130
Digital,Annual,Yes,3.46,27,2,No,0.94,12.82,North America,Finance,0.37,0,Mobile,Auto,,0.12,-100,-0.44,3,35,Mobile App,PayPal,No,Active,1539
Digital+Print,Monthly,Yes,2.92,2,0,Yes,0.19,17.41,North America,Technology,0.54,2,Mobile,Auto,Newsletter Promo,0.55,-42,0.08,2,25,Mobile App,Credit Card,No,Active,1178
Digital,Monthly,Yes,4.83,10,0,No,0.98,8.33,Asia,Finance,0.33,1,Mobile,Auto,Newsletter Promo,0.08,75,-0.22,4,42,Web,PayPal,No,Active,542
Digital+Print,Monthly,Yes,0.07,5,1,No,0.99,5.61,North America,Culture,0.43,4,Tablet,Auto,,0.52,-94,0.31,4,59,Referral,Credit Card,No,Active,1569
Digital+Print,Monthly,No,3.22,28,2,Yes,0.56,8.55,North America,Environment,0.82,0,Desktop,Manual,Retention Offer,0.28,59,-0.1,1,46,Mobile App,PayPal,No,Cancelled,711
Digital,Annual,Yes,0.27,13,2,No,0.17,15.74,North America,Finance,0.53,1,Mobile,Auto,Survey,0.31,-23,-0.16,2,40,Web,Credit Card,No,Active,1483
Digital,Annual,No,4.14,18,0,Yes,0.32,2.69,Europe,Culture,0.77,1,Mobile,Auto,,0.35,88,0.54,1,46,Mobile App,Credit Card,No,Active,435
Digital,Annual,No,2.86,25,1,No,0.42,1.73,Europe,Politics,0.8,0,Desktop,Auto,,0.16,84,-0.16,2,18,Web,PayPal,No,Active,311
