customer_id,subscription_type,plan_type,auto_renew,avg_articles_per_week,days_since_last_login,support_tickets_last_90d,discount_used_last_renewal,email_open_rate,time_spent_per_session_mins,region,most_read_category,completion_rate,article_skips_per_week,primary_device,previous_renewal_status,last_campaign_engaged,campaign_ctr,nps_score,sentiment_score,subscription_start_date,subscription_end_date,csat_score,customer_age,gender,signup_source,payment_method,downgrade_history,subscription_status
107,Digital,Monthly,Yes,2.13,15,1,No,0.32,12.83,Europe,Finance,0.94,0,Desktop,Auto,None,0.45,-42,-0.79,2024-04-06 05:54:16.425869,2025-04-06 05:54:16.425869,4,34,Female,Web,PayPal,Yes,Active
108,Digital,Annual,Yes,3.36,13,1,No,0.97,13.11,North America,Finance,0.7,4,Mobile,Manual,Retention Offer,0.59,-29,-0.24,2024-03-29 05:54:16.425873,2025-03-29 05:54:16.425873,5,49,Other,Mobile App,PayPal,No,Active
109,Digital,Monthly,No,3.75,25,0,No,0.19,16.43,Europe,Finance,0.82,0,Mobile,Manual,Newsletter Promo,0.2,58,0.41,2024-12-26 05:54:16.425877,2025-12-26 05:54:16.425877,1,21,Female,Mobile App,PayPal,No,Cancelled
110,Digital,Monthly,Yes,3.71,15,0,No,0.35,15.41,Europe,Environment,0.64,0,Desktop,Auto,Retention Offer,0.39,-10,-0.25,2023-10-16 05:54:16.425882,2024-10-15 05:54:16.425882,5,48,Female,Web,PayPal,No,Active
111,Digital,Annual,No,3.11,6,0,No,0.36,15.39,Asia,Environment,0.32,0,Desktop,Auto,None,0.06,-33,-0.67,2022-10-22 05:54:16.425886,2023-10-22 05:54:16.425886,4,43,Female,Web,Credit Card,Yes,Active
112,Digital,Monthly,No,4.11,8,1,Yes,0.01,15.77,North America,Technology,0.34,3,Desktop,Manual,None,0.17,5,-0.05,2022-11-02 05:54:16.425890,2023-11-02 05:54:16.425890,1,29,Other,Mobile App,Credit Card,No,Active
113,Digital,Monthly,No,3.72,3,2,No,0.84,11.17,North America,Culture,0.68,2,Mobile,Manual,None,0.43,-97,-0.25,2024-12-26 05:54:16.425894,2025-12-26 05:54:16.425894,4,35,Female,Web,Credit Card,No,Active
114,Digital,Monthly,Yes,1.14,29,0,No,0.03,10.13,North America,Finance,0.8,1,Mobile,Manual,Newsletter Promo,0.51,45,0.61,2025-02-20 05:54:16.425899,2026-02-20 05:54:16.425899,3,25,Female,Web,PayPal,Yes,Cancelled
115,Digital+Print,Monthly,Yes,4.3,29,2,Yes,0.94,13.49,Others,Finance,0.45,0,Mobile,Auto,Retention Offer,0.11,-38,0.41,2024-01-10 05:54:16.425903,2025-01-09 05:54:16.425903,2,49,Female,Mobile App,Credit Card,No,Active
116,Digital,Monthly,No,4.33,21,3,No,0.89,12.93,Europe,Technology,0.81,2,Tablet,Manual,Survey,0.31,-14,0.25,2024-05-06 05:54:16.425907,2025-05-06 05:54:16.425907,3,37,Female,Web,PayPal,No,Cancelled
117,Digital,Monthly,Yes,1.86,10,1,Yes,0.54,8.76,Asia,Technology,0.87,0,Desktop,Manual,None,0.73,79,0.01,2023-04-17 05:54:16.425911,2024-04-16 05:54:16.425911,5,66,Male,Web,Credit Card,No,Cancelled
118,Digital,Annual,Yes,3.06,1,1,No,0.54,11.62,Asia,Finance,0.59,3,Mobile,Auto,Newsletter Promo,0.42,10,-0.11,2024-01-29 05:54:16.425916,2025-01-28 05:54:16.425916,4,57,Male,Mobile App,Credit Card,Yes,Active
119,Espresso,Monthly,No,4.02,11,0,No,0.65,9.86,North America,Finance,0.82,0,Mobile,Auto,None,0.06,90,-0.11,2024-05-18 05:54:16.425920,2025-05-18 05:54:16.425920,1,30,Male,Web,Credit Card,No,Active
120,Digital,Monthly,Yes,2.69,11,2,No,0.39,6.58,Europe,Environment,0.58,0,Desktop,Auto,Retention Offer,0.42,72,-0.85,2022-10-12 05:54:16.425924,2023-10-12 05:54:16.425924,4,40,Male,Mobile App,Credit Card,No,Active
121,Espresso,Annual,Yes,4.61,29,2,Yes,0.65,15.16,Asia,Culture,0.77,0,Mobile,Auto,Retention Offer,0.11,39,0.0,2023-11-25 05:54:16.425929,2024-11-24 05:54:16.425929,5,20,Female,Web,Credit Card,No,Active
122,Digital,Annual,Yes,6.55,3,1,No,0.04,10.22,Europe,Finance,0.83,0,Desktop,Manual,Newsletter Promo,0.26,35,-0.4,2023-03-13 05:54:16.425933,2024-03-12 05:54:16.425933,1,52,Female,Mobile App,Credit Card,No,Active
123,Espresso,Annual,Yes,1.82,17,2,Yes,0.05,18.19,Others,Technology,0.99,0,Desktop,Manual,Newsletter Promo,0.18,-79,-0.04,2023-08-01 05:54:16.425937,2024-07-31 05:54:16.425937,3,56,Female,Web,Credit Card,No,Cancelled
124,Digital,Annual,Yes,0.93,25,1,No,0.46,3.5,North America,Politics,0.54,1,Mobile,Manual,Newsletter Promo,0.12,-10,0.03,2022-11-28 05:54:16.425942,2023-11-28 05:54:16.425942,4,67,Other,Web,PayPal,Yes,Active
125,Digital,Monthly,Yes,3.46,20,2,No,0.55,7.77,North America,Politics,0.59,1,Mobile,Manual,None,0.17,68,-0.24,2023-01-17 05:54:16.425947,2024-01-17 05:54:16.425947,2,38,Male,Mobile App,Credit Card,Yes,Active
126,Digital+Print,Monthly,Yes,4.08,6,0,No,0.89,10.13,Asia,Finance,0.42,1,Desktop,Auto,None,0.23,15,0.47,2023-08-14 05:54:16.425951,2024-08-13 05:54:16.425951,5,24,Female,Web,Credit Card,No,Active
127,Digital,Monthly,Yes,2.65,28,0,Yes,0.1,14.55,Asia,Finance,0.44,1,Mobile,Auto,None,0.33,-60,-0.54,2023-12-18 05:54:16.425955,2024-12-17 05:54:16.425955,5,43,Male,Mobile App,PayPal,No,Active
128,Espresso,Monthly,No,5.18,0,0,Yes,0.82,11.6,Others,Politics,0.79,3,Mobile,Manual,None,0.31,-20,-0.25,2024-06-05 05:54:16.425959,2025-06-05 05:54:16.425959,4,40,Female,Mobile App,Credit Card,Yes,Active
129,Digital,Monthly,Yes,0.99,25,0,No,0.21,11.24,Europe,Culture,0.94,2,Tablet,Auto,Survey,0.42,22,-0.16,2024-06-03 05:54:16.425963,2025-06-03 05:54:16.425963,3,49,Female,Mobile App,Credit Card,No,Cancelled
130,Digital,Monthly,Yes,4.04,25,2,No,0.39,5.49,Others,Finance,0.58,2,Desktop,Auto,Retention Offer,0.39,-44,0.58,2023-10-11 05:54:16.425969,2024-10-10 05:54:16.425969,3,19,Female,Web,Credit Card,No,Active
131,Digital+Print,Annual,No,2.09,22,2,No,0.32,5.37,Asia,Technology,0.43,3,Desktop,Auto,None,0.34,59,0.02,2024-02-27 05:54:16.425973,2025-02-26 05:54:16.425973,2,56,Female,Mobile App,Credit Card,No,Active
132,Digital,Monthly,No,5.58,25,2,No,0.4,11.29,Asia,Politics,0.5,2,Mobile,Auto,None,0.05,26,-0.01,2024-02-11 05:54:16.425978,2025-02-10 05:54:16.425978,2,19,Male,Web,Credit Card,No,Cancelled
133,Digital+Print,Monthly,Yes,5.99,12,0,No,0.15,4.54,Europe,Politics,0.62,1,Mobile,Auto,Retention Offer,0.3,-6,0.44,2023-09-06 05:54:16.425982,2024-09-05 05:54:16.425982,4,56,Male,Web,Credit Card,No,Active
134,Digital,Monthly,Yes,1.85,5,1,Yes,0.5,7.87,North America,Culture,0.5,0,Mobile,Auto,Newsletter Promo,0.14,-46,-0.26,2025-01-24 05:54:16.425986,2026-01-24 05:54:16.425986,1,63,Male,Web,Credit Card,Yes,Cancelled
135,Digital,Monthly,Yes,2.18,5,0,Yes,0.8,12.0,Others,Technology,0.46,0,Mobile,Auto,None,0.28,-95,0.44,2022-12-10 05:54:16.425990,2023-12-10 05:54:16.425990,3,32,Male,Mobile App,Credit Card,No,Active
136,Digital,Monthly,Yes,4.29,11,1,No,0.44,6.07,Europe,Environment,0.82,0,Desktop,Manual,None,0.1,66,0.2,2023-03-29 05:54:16.425994,2024-03-28 05:54:16.425994,1,33,Female,Mobile App,Credit Card,Yes,Active
137,Digital+Print,Annual,No,2.42,7,1,No,0.49,16.42,Europe,Environment,0.31,0,Mobile,Manual,Newsletter Promo,0.4,-92,0.62,2022-09-17 05:54:16.425999,2023-09-17 05:54:16.425999,1,43,Female,Web,Credit Card,No,Active
138,Digital,Monthly,Yes,2.93,23,1,Yes,0.85,14.9,Europe,Finance,0.68,1,Desktop,Manual,None,0.54,-69,-0.19,2024-02-03 05:54:16.426003,2025-02-02 05:54:16.426003,4,25,Female,Mobile App,Credit Card,No,Active
139,Espresso,Monthly,No,3.04,21,4,Yes,0.71,3.71,Europe,Politics,0.86,2,Mobile,Auto,None,0.09,63,-0.15,2024-06-16 05:54:16.426007,2025-06-16 05:54:16.426007,2,33,Female,Mobile App,Credit Card,No,Cancelled
140,Digital,Monthly,Yes,0.12,18,0,No,0.49,6.27,Europe,Culture,0.49,0,Mobile,Manual,Newsletter Promo,0.32,27,0.07,2023-12-29 05:54:16.426012,2024-12-28 05:54:16.426012,1,38,Male,Web,PayPal,No,Cancelled
141,Digital,Annual,Yes,2.98,4,2,No,0.26,0.86,North America,Environment,0.72,3,Tablet,Manual,None,0.42,-85,-0.03,2023-06-21 05:54:16.426016,2024-06-20 05:54:16.426016,4,56,Male,Mobile App,PayPal,No,Active
142,Digital+Print,Monthly,Yes,1.97,17,1,No,0.88,6.87,Asia,Technology,0.77,5,Mobile,Auto,None,0.35,39,0.38,2023-04-21 05:54:16.426020,2024-04-20 05:54:16.426020,2,28,Female,Web,PayPal,Yes,Cancelled
143,Digital,Monthly,Yes,2.26,29,0,No,0.58,13.07,Europe,Culture,0.76,2,Mobile,Manual,None,0.09,-60,-0.11,2023-07-21 05:54:16.426024,2024-07-20 05:54:16.426024,1,41,Male,Mobile App,PayPal,No,Active
144,Digital,Monthly,Yes,5.17,4,1,No,0.22,8.34,Europe,Culture,0.61,0,Mobile,Auto,Survey,0.2,94,-0.53,2022-11-15 05:54:16.426028,2023-11-15 05:54:16.426028,1,53,Female,Mobile App,PayPal,No,Active
145,Digital,Monthly,Yes,1.12,29,1,No,0.27,11.84,North America,Finance,0.54,1,Mobile,Manual,Retention Offer,0.2,85,0.68,2023-09-30 05:54:16.426033,2024-09-29 05:54:16.426033,2,35,Female,Web,Credit Card,No,Cancelled
146,Digital,Annual,Yes,4.22,24,0,Yes,0.8,3.91,North America,Technology,0.89,0,Mobile,Auto,Retention Offer,0.43,36,0.96,2025-04-24 05:54:16.426037,2026-04-24 05:54:16.426037,2,40,Female,Mobile App,Credit Card,No,Active
147,Digital,Annual,Yes,2.58,9,1,No,0.04,13.19,North America,Culture,0.83,0,Mobile,Auto,Newsletter Promo,0.3,24,-0.78,2023-08-06 05:54:16.426042,2024-08-05 05:54:16.426042,5,30,Female,Web,Credit Card,No,Active
148,Digital,Monthly,Yes,2.58,0,1,No,0.99,7.78,Asia,Technology,0.52,1,Desktop,Auto,None,0.39,-84,0.24,2024-04-23 05:54:16.426046,2025-04-23 05:54:16.426046,5,66,Female,Mobile App,Credit Card,No,Active
149,Digital,Annual,Yes,4.19,9,1,No,0.13,10.05,North America,Politics,0.37,0,Desktop,Auto,None,0.36,9,0.37,2023-04-29 05:54:16.426050,2024-04-28 05:54:16.426050,4,61,Female,Web,Credit Card,No,Active
150,Espresso,Annual,Yes,3.51,4,3,Yes,0.8,9.63,Others,Finance,0.35,0,Desktop,Auto,None,0.29,32,0.12,2022-12-04 05:54:16.426055,2023-12-04 05:54:16.426055,4,67,Female,Mobile App,Debit Card,No,Active
151,Digital+Print,Annual,Yes,3.86,11,1,Yes,0.39,4.91,North America,Politics,0.37,1,Mobile,Manual,Retention Offer,0.23,-75,0.79,2023-10-22 05:54:16.426059,2024-10-21 05:54:16.426059,3,59,Female,Mobile App,Debit Card,Yes,Active
152,Espresso,Annual,No,4.45,21,1,No,0.49,5.39,North America,Politics,0.71,0,Desktop,Manual,Retention Offer,0.16,28,-0.67,2024-10-23 05:54:16.426064,2025-10-23 05:54:16.426064,5,56,Male,Mobile App,Credit Card,Yes,Active
153,Digital,Monthly,Yes,2.5,29,1,No,0.88,13.87,North America,Environment,0.34,1,Mobile,Manual,None,0.08,-100,-0.28,2025-04-03 05:54:16.426068,2026-04-03 05:54:16.426068,2,61,Female,Web,Credit Card,No,Active
154,Digital,Monthly,Yes,2.08,26,2,Yes,0.41,11.6,North America,Politics,0.54,0,Desktop,Auto,None,0.07,-66,0.05,2023-03-12 05:54:16.426072,2024-03-11 05:54:16.426072,5,61,Male,Mobile App,Credit Card,Yes,Active
155,Digital,Monthly,No,1.37,6,0,No,0.54,14.2,Asia,Politics,0.83,0,Desktop,Manual,None,0.28,-92,0.46,2024-11-18 05:54:16.426076,2025-11-18 05:54:16.426076,4,62,Female,Web,PayPal,No,Cancelled
156,Digital,Annual,No,1.76,8,2,No,0.05,11.3,Asia,Finance,0.51,0,Mobile,Auto,None,0.48,-14,0.6,2023-04-15 05:54:16.426080,2024-04-14 05:54:16.426080,4,18,Male,Web,PayPal,No,Active
157,Digital+Print,Monthly,No,7.42,21,0,No,0.0,10.57,Europe,Technology,0.83,2,Desktop,Manual,None,0.31,-63,-0.6,2024-12-20 05:54:16.426085,2025-12-20 05:54:16.426085,4,24,Male,Web,Credit Card,No,Cancelled
158,Digital,Annual,Yes,4.87,20,1,No,0.24,3.1,North America,Finance,0.82,0,Tablet,Auto,Newsletter Promo,0.36,-97,-0.89,2023-11-13 05:54:16.426089,2024-11-12 05:54:16.426089,2,65,Male,Mobile App,PayPal,No,Active
159,Digital,Annual,Yes,0.97,11,0,No,0.68,8.92,North America,Politics,0.47,1,Desktop,Auto,Newsletter Promo,0.29,-49,0.39,2022-11-28 05:54:16.426093,2023-11-28 05:54:16.426093,1,65,Male,Web,PayPal,No,Active
160,Digital,Monthly,Yes,1.02,22,0,Yes,0.12,9.89,Europe,Politics,0.81,0,Mobile,Manual,None,0.04,46,0.06,2024-03-15 05:54:16.426097,2025-03-15 05:54:16.426097,4,38,Male,Mobile App,Credit Card,No,Cancelled
161,Espresso,Annual,Yes,3.72,28,1,Yes,0.11,17.81,Others,Politics,0.82,1,Desktop,Manual,None,0.29,-96,0.08,2023-07-29 05:54:16.426101,2024-07-28 05:54:16.426101,5,33,Male,Mobile App,Credit Card,No,Active
162,Digital,Monthly,Yes,3.82,0,0,No,0.41,12.75,North America,Finance,0.58,0,Tablet,Auto,Retention Offer,0.32,5,0.4,2023-09-19 05:54:16.426105,2024-09-18 05:54:16.426105,1,65,Female,Mobile App,Debit Card,No,Active
163,Digital+Print,Monthly,Yes,3.82,10,2,Yes,0.65,16.14,Asia,Politics,0.45,2,Mobile,Manual,Survey,0.52,-53,-0.4,2025-02-15 05:54:16.426110,2026-02-15 05:54:16.426110,5,31,Female,Web,PayPal,Yes,Active
164,Digital+Print,Annual,Yes,2.62,29,1,No,0.71,12.39,Europe,Environment,0.66,3,Desktop,Auto,None,0.59,-14,-0.12,2024-09-08 05:54:16.426114,2025-09-08 05:54:16.426114,4,60,Female,Mobile App,Credit Card,No,Active
165,Digital,Monthly,Yes,2.81,20,0,No,0.18,7.15,North America,Finance,0.94,1,Mobile,Manual,Newsletter Promo,0.26,90,0.26,2022-12-26 05:54:16.426118,2023-12-26 05:54:16.426118,2,68,Female,Web,Credit Card,No,Active
166,Digital,Annual,Yes,3.49,14,0,No,0.08,10.47,Europe,Politics,0.75,1,Mobile,Auto,None,0.47,-63,-0.48,2025-01-13 05:54:16.426123,2026-01-13 05:54:16.426123,1,60,Female,Mobile App,Credit Card,No,Active
167,Digital,Annual,Yes,3.13,1,1,Yes,0.94,10.94,North America,Technology,0.42,0,Desktop,Auto,Survey,0.45,-49,-0.27,2022-11-10 05:54:16.426127,2023-11-10 05:54:16.426127,1,19,Female,Mobile App,PayPal,No,Active
168,Digital,Monthly,No,0.0,19,0,No,0.26,6.24,Asia,Finance,0.78,1,Desktop,Auto,Retention Offer,0.15,-14,0.05,2025-04-20 05:54:16.426131,2026-04-20 05:54:16.426131,4,48,Female,Mobile App,Credit Card,No,Cancelled
169,Digital,Monthly,Yes,2.66,6,2,No,0.85,8.46,North America,Technology,0.6,1,Desktop,Auto,None,0.1,-55,0.26,2023-08-07 05:54:16.426135,2024-08-06 05:54:16.426135,4,56,Female,Mobile App,Credit Card,No,Active
170,Digital,Monthly,Yes,1.72,20,1,Yes,0.86,9.18,Asia,Politics,0.71,1,Tablet,Manual,None,0.24,-8,-0.72,2025-03-10 05:54:16.426139,2026-03-10 05:54:16.426139,4,26,Female,Web,Credit Card,No,Cancelled
171,Digital+Print,Monthly,Yes,3.26,11,1,Yes,0.77,16.42,North America,Technology,0.81,0,Mobile,Auto,Newsletter Promo,0.2,36,0.33,2023-11-24 05:54:16.426145,2024-11-23 05:54:16.426145,3,58,Male,Web,Credit Card,No,Active
172,Digital,Annual,No,7.48,21,1,Yes,0.17,1.68,Others,Culture,0.66,2,Mobile,Auto,None,0.34,-51,0.22,2023-08-13 05:54:16.426150,2024-08-12 05:54:16.426150,2,31,Male,Web,Credit Card,No,Active
173,Digital,Monthly,No,3.55,17,0,No,0.82,14.82,North America,Environment,0.87,0,Tablet,Auto,Newsletter Promo,0.41,-35,-0.42,2024-02-12 05:54:16.426154,2025-02-11 05:54:16.426154,2,27,Female,Web,Credit Card,No,Cancelled
174,Espresso,Monthly,Yes,2.53,2,0,No,0.77,6.25,Asia,Politics,0.81,1,Mobile,Auto,Retention Offer,0.22,-63,1.12,2023-03-13 05:54:16.426159,2024-03-12 05:54:16.426159,4,65,Male,Referral,Credit Card,No,Active
175,Digital+Print,Monthly,No,4.38,6,0,No,0.6,4.51,Asia,Finance,0.73,2,Desktop,Manual,Retention Offer,0.34,54,-0.48,2023-09-17 05:54:16.426163,2024-09-16 05:54:16.426163,3,41,Male,Web,PayPal,No,Active
176,Digital,Monthly,Yes,3.72,10,0,No,0.34,14.72,Others,Finance,0.41,0,Desktop,Auto,Retention Offer,0.18,4,0.37,2025-03-24 05:54:16.426168,2026-03-24 05:54:16.426168,4,67,Male,Referral,Credit Card,Yes,Active
177,Digital,Annual,No,3.63,17,5,Yes,0.26,12.93,Europe,Environment,0.89,0,Mobile,Auto,Newsletter Promo,0.13,47,0.14,2024-10-09 05:54:16.426176,2025-10-09 05:54:16.426176,4,50,Female,Mobile App,Credit Card,No,Cancelled
178,Digital,Monthly,Yes,3.91,11,0,No,0.12,15.02,Asia,Environment,0.96,0,Mobile,Auto,None,0.08,89,-0.21,2023-01-26 05:54:16.426180,2024-01-26 05:54:16.426180,2,51,Female,Mobile App,PayPal,No,Active
179,Digital+Print,Annual,Yes,6.08,5,1,No,0.51,13.2,North America,Politics,0.4,3,Desktop,Auto,Newsletter Promo,0.04,-85,0.05,2025-01-01 05:54:16.426184,2026-01-01 05:54:16.426184,3,37,Male,Mobile App,Credit Card,No,Active
180,Digital,Monthly,Yes,1.3,4,1,Yes,0.59,18.24,North America,Politics,0.64,0,Desktop,Manual,None,0.08,-22,0.27,2023-05-28 05:54:16.426188,2024-05-27 05:54:16.426188,2,45,Male,Web,Credit Card,No,Cancelled
181,Digital,Annual,Yes,3.71,25,0,No,0.36,12.23,Europe,Finance,0.48,1,Desktop,Auto,None,0.23,-88,1.43,2023-04-06 05:54:16.426193,2024-04-05 05:54:16.426193,4,21,Male,Web,Credit Card,No,Active
182,Digital+Print,Monthly,No,1.61,0,0,No,0.48,9.37,North America,Politics,0.83,1,Desktop,Auto,Newsletter Promo,0.18,13,-0.72,2023-02-14 05:54:16.426197,2024-02-14 05:54:16.426197,5,51,Female,Mobile App,PayPal,No,Cancelled
183,Digital,Monthly,No,3.83,11,1,Yes,0.36,11.37,Others,Finance,0.81,2,Mobile,Manual,None,0.19,1,-1.36,2024-11-11 05:54:16.426201,2025-11-11 05:54:16.426201,1,21,Male,Web,PayPal,Yes,Active
184,Digital,Annual,Yes,1.62,26,2,Yes,0.64,14.97,North America,Politics,0.4,0,Mobile,Auto,None,0.62,47,-0.51,2023-12-04 05:54:16.426205,2024-12-03 05:54:16.426205,4,23,Male,Web,Credit Card,Yes,Cancelled
185,Digital,Monthly,Yes,2.37,25,1,Yes,0.9,6.88,Europe,Technology,0.91,1,Mobile,Manual,None,0.54,51,-0.02,2024-09-11 05:54:16.426209,2025-09-11 05:54:16.426209,3,39,Male,Mobile App,PayPal,Yes,Active
186,Digital,Annual,Yes,2.56,10,0,No,0.16,7.39,Europe,Environment,0.43,2,Mobile,Auto,Newsletter Promo,0.36,77,0.33,2023-10-17 05:54:16.426214,2024-10-16 05:54:16.426214,5,21,Male,Mobile App,Debit Card,No,Active
187,Espresso,Monthly,Yes,4.46,3,2,No,0.38,8.76,Europe,Environment,0.86,1,Mobile,Manual,None,0.26,34,0.05,2024-11-30 05:54:16.426218,2025-11-30 05:54:16.426218,3,67,Male,Mobile App,Credit Card,No,Active
188,Digital+Print,Monthly,Yes,4.38,26,0,Yes,0.14,1.58,Europe,Finance,0.62,0,Mobile,Auto,Survey,0.21,-14,-0.08,2022-12-26 05:54:16.426222,2023-12-26 05:54:16.426222,4,22,Female,Web,PayPal,No,Active
189,Digital,Monthly,Yes,1.13,17,0,No,0.62,10.55,North America,Technology,0.53,0,Mobile,Auto,Newsletter Promo,0.47,-13,0.77,2024-10-03 05:54:16.426226,2025-10-03 05:54:16.426226,4,28,Male,Referral,Credit Card,Yes,Cancelled
190,Digital+Print,Annual,Yes,3.08,3,1,No,0.73,2.46,Europe,Culture,0.41,2,Mobile,Auto,Newsletter Promo,0.47,-72,-0.4,2025-02-27 05:54:16.426230,2026-02-27 05:54:16.426230,1,62,Female,Mobile App,Credit Card,No,Active
191,Digital+Print,Monthly,No,1.94,16,1,Yes,0.93,10.21,North America,Politics,0.42,0,Mobile,Manual,None,0.28,32,0.83,2023-01-07 05:54:16.426235,2024-01-07 05:54:16.426235,3,52,Male,Mobile App,Credit Card,No,Cancelled
192,Digital+Print,Monthly,Yes,1.11,1,2,No,0.28,13.46,Others,Technology,0.76,3,Desktop,Manual,Retention Offer,0.17,6,0.31,2025-01-02 05:54:16.426239,2026-01-02 05:54:16.426239,5,36,Male,Web,PayPal,No,Active
193,Digital,Monthly,Yes,2.67,28,0,Yes,0.95,8.09,Asia,Finance,0.69,2,Desktop,Auto,None,0.28,62,0.75,2024-09-02 05:54:16.426243,2025-09-02 05:54:16.426243,1,69,Male,Mobile App,Credit Card,No,Active
194,Digital,Monthly,Yes,2.54,23,2,No,0.06,16.71,Others,Politics,0.39,1,Mobile,Manual,Newsletter Promo,0.19,-36,-0.47,2022-11-28 05:54:16.426248,2023-11-28 05:54:16.426248,3,28,Female,Mobile App,Credit Card,No,Active
195,Digital+Print,Monthly,No,6.64,21,3,No,0.6,4.16,North America,Finance,0.38,1,Tablet,Auto,Retention Offer,0.08,-1,-0.18,2022-12-14 05:54:16.426252,2023-12-14 05:54:16.426252,4,28,Female,Mobile App,Credit Card,Yes,Cancelled
196,Digital+Print,Annual,Yes,3.65,1,0,No,0.06,14.77,North America,Politics,0.35,0,Mobile,Manual,None,0.42,14,-0.73,2025-03-12 05:54:16.426256,2026-03-12 05:54:16.426256,1,44,Female,Web,Credit Card,No,Active
197,Digital+Print,Annual,Yes,0.93,11,0,Yes,0.89,12.7,North America,Technology,0.82,3,Desktop,Manual,Retention Offer,0.29,97,0.15,2024-02-06 05:54:16.426260,2025-02-05 05:54:16.426260,4,19,Male,Mobile App,PayPal,Yes,Active
198,Digital,Annual,Yes,2.15,5,0,No,0.53,3.14,North America,Politics,0.8,1,Mobile,Auto,Newsletter Promo,0.08,-14,0.16,2023-04-03 05:54:16.426265,2024-04-02 05:54:16.426265,2,64,Male,Referral,Credit Card,No,Active
199,Digital,Annual,Yes,4.53,9,3,No,0.67,20.84,North America,Finance,0.34,0,Desktop,Manual,Retention Offer,0.39,-27,1.0,2024-01-17 05:54:16.426269,2025-01-16 05:54:16.426269,2,25,Male,Mobile App,Credit Card,Yes,Active
200,Digital+Print,Monthly,Yes,6.13,24,0,Yes,0.83,9.75,Europe,Politics,0.69,1,Mobile,Auto,Retention Offer,0.06,34,0.04,2024-07-10 05:54:16.426274,2025-07-10 05:54:16.426274,1,51,Male,Web,Credit Card,No,Active
201,Digital+Print,Annual,Yes,0.62,22,1,Yes,0.15,6.49,North America,Culture,0.36,1,Desktop,Auto,None,0.12,71,-0.76,2024-02-29 05:54:16.426277,2025-02-28 05:54:16.426277,1,57,Male,Web,Credit Card,Yes,Cancelled
202,Espresso,Monthly,No,0.18,24,0,Yes,0.04,4.37,Europe,Finance,0.93,2,Mobile,Auto,Survey,0.43,99,0.47,2023-11-29 05:54:16.426283,2024-11-28 05:54:16.426283,3,37,Male,Web,Credit Card,No,Cancelled
203,Digital,Monthly,Yes,5.81,20,1,No,0.88,9.12,Asia,Technology,0.93,4,Desktop,Manual,Newsletter Promo,0.26,-88,-0.46,2023-08-26 05:54:16.426287,2024-08-25 05:54:16.426287,5,40,Male,Mobile App,PayPal,No,Active
204,Digital,Monthly,No,3.58,22,0,No,0.31,9.49,Europe,Technology,0.79,0,Mobile,Manual,None,0.36,-7,-0.63,2024-10-06 05:54:16.426291,2025-10-06 05:54:16.426291,5,32,Female,Mobile App,Credit Card,No,Cancelled
205,Espresso,Monthly,Yes,1.7,26,1,Yes,0.13,10.41,North America,Finance,0.95,0,Mobile,Manual,Newsletter Promo,0.37,-23,0.35,2024-10-31 05:54:16.426295,2025-10-31 05:54:16.426295,2,65,Female,Web,Credit Card,No,Cancelled
206,Digital+Print,Annual,Yes,3.8,15,1,Yes,0.47,8.81,North America,Politics,0.87,0,Desktop,Manual,None,0.57,23,-0.38,2023-11-17 05:54:16.426300,2024-11-16 05:54:16.426300,2,30,Male,Referral,Credit Card,No,Active
207,Digital,Monthly,No,0.0,13,0,No,0.6,12.53,Europe,Technology,0.88,0,Mobile,Manual,Newsletter Promo,0.35,24,-0.3,2025-01-29 05:54:16.426304,2026-01-29 05:54:16.426304,2,48,Male,Mobile App,PayPal,No,Cancelled
208,Digital,Monthly,Yes,3.01,6,0,No,0.03,8.45,North America,Politics,0.7,1,Tablet,Auto,Newsletter Promo,0.04,-63,0.7,2023-12-16 05:54:16.426308,2024-12-15 05:54:16.426308,4,66,Female,Web,Credit Card,No,Active
209,Digital+Print,Monthly,No,3.49,27,1,Yes,0.27,2.26,Europe,Politics,0.51,0,Mobile,Auto,None,0.4,-88,0.26,2025-01-11 05:54:16.426312,2026-01-11 05:54:16.426312,5,63,Male,Web,PayPal,No,Cancelled
210,Digital,Annual,Yes,4.39,27,1,No,0.03,9.4,North America,Technology,0.45,0,Mobile,Auto,Retention Offer,0.32,-47,0.3,2024-10-21 05:54:16.426316,2025-10-21 05:54:16.426316,1,31,Female,Web,Credit Card,No,Active
211,Digital+Print,Monthly,Yes,1.48,18,0,Yes,0.42,0.53,Asia,Politics,0.53,2,Desktop,Auto,Retention Offer,0.39,5,-0.69,2024-10-31 05:54:16.426320,2025-10-31 05:54:16.426320,2,18,Other,Mobile App,PayPal,No,Cancelled
212,Digital+Print,Monthly,Yes,3.13,22,1,No,0.9,11.42,Asia,Finance,0.74,1,Mobile,Auto,None,0.08,-57,0.35,2023-03-30 05:54:16.426325,2024-03-29 05:54:16.426325,3,44,Female,Web,Credit Card,No,Active
213,Digital+Print,Monthly,No,1.61,16,1,No,0.98,6.08,Europe,Finance,0.42,2,Mobile,Auto,None,0.18,40,-0.14,2023-03-28 05:54:16.426329,2024-03-27 05:54:16.426329,1,50,Male,Mobile App,PayPal,No,Cancelled
214,Digital,Annual,Yes,3.38,8,2,Yes,0.64,10.65,North America,Finance,0.48,2,Desktop,Manual,None,0.38,52,-0.22,2025-04-09 05:54:16.426333,2026-04-09 05:54:16.426333,1,52,Female,Mobile App,Credit Card,No,Active
